"subject","Gender","Age","Income","Education","Country","FinancialLiteracy","condition","response"
"R_1LnEgJ1eU7bjPJZ","Male","30","Prefer not to answer","15","Morocco",2,"Stranger",0
"R_2v6a5nMDbxqoZPQ","Female","28","Less than 30000 Dirhams","17","Morocco",1,"Stranger",0
"R_AN9FEq16LYFNVCx","Male","30","Prefer not to answer","3","Morocco",1,"Stranger",1
"R_1Fys2FsoBSoX3Sx","Male","34","Less than 30000 Dirhams","16","Morocco",2,"Stranger",1
"R_DLUTCk7B7JMfwsh","Male","30","Less than 30000 Dirhams","22","Morocco",0,"Stranger",1
"R_vqrkx3c7eOpxXq1","Male","43","75000 Dirhams - 90000 Dirhams","14","Morocco",3,"Stranger",0
"R_2tlLAYnBMNkeuUw","Female","24","Prefer not to answer","16","Morocco",0,"Stranger",1
"R_1CxQ7QnlXQYjsIL","Male","34","60000 Dirhams - 75000 Dirhams","24","Morocco",1,"Stranger",1
"R_3gLekPDKOD6szc6","Male","43","Less than 30000 Dirhams","19","Morocco",1,"Stranger",1
"R_2BrIsr3W2TtDLCo","Male","42","Prefer not to answer","20","Morocco",1,"Stranger",1
"R_2zpcdLDVD1KUTFt","Male","44","Prefer not to answer","18","Morocco",0,"Stranger",1
"R_1BPEtjVHhQ9HxrR","Male","30","Less than 30000 Dirhams","19","Morocco",0,"Stranger",0
"R_scZOwpLP6uAzEuR","Male","25","45000 Dirhams - 60000 Dirhams","19","Morocco",2,"Stranger",1
"R_ByyYcJKEh2xAjlL","Male","52","60000 Dirhams - 75000 Dirhams","17","Morocco",3,"Stranger",1
"R_25Z9k5hWIjmoEWh","Male","27","Prefer not to answer","15","Morocco",0,"Stranger",1
"R_2EyPP6SHIkITJGd","Male","25","Prefer not to answer","15","Morocco",1,"Stranger",1
"R_30kqFnrqJeg0Gjq","Female","40","More than 90000 Dirhams","22","Morocco",2,"Stranger",0
"R_1E4LL14XobNfoli","Female","57","More than 90000 Dirhams","14","Morocco",1,"Stranger",0
"R_BrngOQPiYKchnMd","Male","28","Prefer not to answer","19","Morocco",1,"Stranger",1
"R_3PXGDulm9ZInRhO","Male","40","30000 Dirhams - 45000 Dirhams","14","Morocco",1,"Stranger",1
"R_2Egc8Dkhv5xjxVE","Male","64","Prefer not to answer","15","Morocco",2,"Stranger",1
"R_2CH80Mt8fpOr1PH","Male","30","More than 90000 Dirhams","5","Morocco",1,"Stranger",0
"R_27J5X8guBcoxYVN","Female","26","Prefer not to answer","18","Morocco",1,"Stranger",1
"R_1LTDCwzJW170acO","Male","28","Prefer not to answer","18","Morocco",2,"Stranger",1
"R_9sD7mqSO4iaNVEl","Female","22","Less than 30000 Dirhams","14","Morocco",1,"Stranger",1
"R_2VF4UJOFsImgmc7","Female","24","Less than 30000 Dirhams","17","Morocco",1,"Stranger",1
"R_1NfFdSVGrHDPBon","Male","30","More than 90000 Dirhams","20","Morocco",2,"Stranger",1
"R_3IRfcujbcztbinN","Male","21","Prefer not to answer","18","Morocco",1,"Stranger",1
"R_2WD1oycinRsp0yK","Male","30","75000 Dirhams - 90000 Dirhams","18","Morocco",2,"Stranger",1
"R_1dAK2c4lnaqPEJl","Male","32","30000 Dirhams - 45000 Dirhams","5","Morocco",3,"Stranger",1
"R_8xnSPN0Na1NKnYt","Male","26","75000 Dirhams - 90000 Dirhams","18","Morocco",3,"Stranger",1
"R_339zNDy4DNVvWAt","Male","45","More than 90000 Dirhams","16","Morocco",0,"Stranger",0
"R_1mV5E2k7QwEY3Mp","Female","34","Less than 30000 Dirhams","14","Morocco",1,"Stranger",0
"R_1eWY3C3Dr9zObVH","Female","49","Less than 30000 Dirhams","14","Morocco",0,"Stranger",0
"R_1q3slE5vGt9J1GR","Male","41","30000 Dirhams - 45000 Dirhams","12","Morocco",2,"Stranger",0
"R_2EHmfmIHblNkPU5","Male","32","60000 Dirhams - 75000 Dirhams","17","Morocco",1,"Stranger",1
"R_3hi2WaBI0QAii75","Female","39","More than 90000 Dirhams","15","Morocco",1,"Stranger",0
"R_3dGS8jXmMxkVTjU","Female","26","Prefer not to answer","15","Morocco",4,"Stranger",1
"R_1E4MmcwTgrKKPXK","Female","19","Prefer not to answer","13","Morocco",0,"Stranger",1
"R_1FP2slbQbVaDHzG","Female","55","More than 90000 Dirhams","17","Morocco",4,"Stranger",1
"R_YQPu1dmivw8x3C9","Male","27","30000 Dirhams - 45000 Dirhams","17","Morocco",4,"Stranger",1
"R_3EYeiTHbD9lDy0c","Male","49","45000 Dirhams - 60000 Dirhams","12","Morocco",0,"Stranger",0
"R_3JsXoYLm49xuZ6G","Female","32","Less than 30000 Dirhams","17","Morocco",1,"Stranger",0
"R_28zZS206iNv196S","Female","21","Less than 30000 Dirhams","15","Morocco",0,"Stranger",1
"R_2aKUecWV7Z20z2k","Male","36","Prefer not to answer","15","Morocco",3,"Stranger",1
"R_1EbMExOHaT9Oll0","Female","26","Less than 30000 Dirhams","17","Morocco",0,"Stranger",1
"R_2WvEN02KFFvEnTc","Female","34","75000 Dirhams - 90000 Dirhams","15","Morocco",0,"Stranger",1
"R_3rV7P9J6RXOQFyF","Female","42","More than 90000 Dirhams","17","Morocco",3,"Stranger",1
"R_2VklOBLIn1MKVoW","Female","37","Less than 30000 Dirhams","15","Morocco",0,"Stranger",0
"R_3PaxbWqOdr9PXZg","Female","20","More than 90000 Dirhams","14","Morocco",1,"Stranger",1
"R_0pu5I7dDPcJqWo9","Female","35","30000 Dirhams - 45000 Dirhams","17","Morocco",1,"Stranger",1
"R_1hSuAWwLR6f16XL","Male","21","Less than 30000 Dirhams","16","Morocco",4,"Stranger",1
"R_2pXBNTR9iCSdMq4","Male","29","More than 90000 Dirhams","18","Morocco",4,"Stranger",1
"R_2t3z42xWequI5fR","Male","26","Prefer not to answer","18","Morocco",3,"Stranger",1
"R_5vgCzHEsk9SRgI1","Male","26","Prefer not to answer","17","Morocco",4,"Stranger",1
"R_3L6C6TxAOOov0xL","Male","23","Prefer not to answer","16","Morocco",1,"Stranger",1
"R_2QLMuwW1mXPsNwC","Female","20","Less than 30000 Dirhams","15","Morocco",0,"Stranger",0
"R_1EWl1sssYYOcYPg","Female","29","Prefer not to answer","13","Morocco",0,"Stranger",0
"R_2bOYzk8H9dMZaKL","Male","60","30000 Dirhams - 45000 Dirhams","18","Morocco",0,"Stranger",0
"R_wLCWMwSqrqImAXn","Male","18","Less than 30000 Dirhams","14","Morocco",0,"Stranger",1
"R_1JKiwktVdLvxiIc","Male","34","45000 Dirhams - 60000 Dirhams","20","Morocco",2,"Stranger",0
"R_27rFt0QW3uMEHzE","Male","29","Less than 30000 Dirhams","18","Morocco",1,"Stranger",1
"R_25zKFXx42JkB0KA","Male","19","Less than 30000 Dirhams","13","Morocco",2,"Stranger",1
"R_ODXeogsNcSHhgXf","Male","24","Less than 30000 Dirhams","15","Morocco",0,"Stranger",1
"R_24BjUoUmahfsm3g","Female","34","Less than 30000 Dirhams","17","Morocco",0,"Stranger",1
"R_2TvBllHXAIFvqCA","Male","69","Less than 30000 Dirhams","18","Morocco",2,"Stranger",0
"R_3MRrsoFrQcg5IW6","Female","60","Less than 30000 Dirhams","10","Morocco",0,"Stranger",1
"R_BQYnK7cLxLE4013","Male","35","45000 Dirhams - 60000 Dirhams","20","Morocco",2,"Stranger",1
"R_1nTrE2bbEeKivEZ","Male","22","Prefer not to answer","16","Morocco",0,"Stranger",1
"R_3MrgyKXx2Mqxhio","Male","18","Prefer not to answer","12","Morocco",3,"Stranger",1
"R_3OjkmtZaWhYbL3X","Female","31","Prefer not to answer","6","Morocco",0,"Stranger",1
"R_1ItrLTbzIebZDNJ","Female","22","Less than 30000 Dirhams","17","Morocco",0,"Stranger",1
"R_1opDCKdsBSsAiE6","Female","22","Prefer not to answer","4","Morocco",1,"Stranger",1
"R_21uL8lQLtzHbt2I","Male","18","Prefer not to answer","13","Morocco",1,"Stranger",1
"R_vNxRZl9xh1k1R3r","Female","30","45000 Dirhams - 60000 Dirhams","17","Morocco",2,"Stranger",1
"R_3PUpm9LGyHgogC0","Male","36","60000 Dirhams - 75000 Dirhams","16","Morocco",1,"Stranger",1
"R_e37iyEjvM3q7drX","Male","18","Prefer not to answer","18","Morocco",0,"Stranger",1
"R_3nVNJL386wHO5ZN","Female","17","Less than 30000 Dirhams","14","Morocco",2,"Stranger",1
"R_2dnbf3vp8jT4hEd","Female","21","Less than 30000 Dirhams","15","Morocco",2,"Stranger",1
"R_AnUGzEiChFMhP8J","Female","21","Less than 30000 Dirhams","15","Morocco",1,"Stranger",0
"R_2aLlXbvNXwu2m9l","Male","33","Prefer not to answer","17","Morocco",1,"Stranger",0
"R_2RacoDdDweRbiHo","Female","30","60000 Dirhams - 75000 Dirhams","18","Morocco",1,"Stranger",1
"R_WcyNoYVwqUiX62B","Male","19","Prefer not to answer","14","Morocco",1,"Stranger",1
"R_pcxlZmKTiF4SMOR","Male","19","Prefer not to answer","13","Morocco",0,"Stranger",1
"R_2dFO9n6ay5h48q4","Male","18","Less than 30000 Dirhams","10","Morocco",3,"Stranger",1
"R_1o6D1635u6KSmbo","Male","22","Less than 30000 Dirhams","16","Morocco",1,"Stranger",0
"R_1QhpjI2tP69sCua","Male","22","Less than 30000 Dirhams","15","Morocco",1,"Stranger",1
"R_3HZdyfxErs57SjY","Female","40","30000 Dirhams - 45000 Dirhams","15","Morocco",2,"Stranger",1
"R_3sczq5Q3p33bGP6","Female","21","Less than 30000 Dirhams","16","Morocco",1,"Stranger",1
"R_2rq023ENArxiJeA","Female","21","Prefer not to answer","14","Morocco",0,"Stranger",0
"R_3KoSJhOr7YRiC7P","Male","23","Prefer not to answer","10","Morocco",0,"Stranger",1
"R_2xXIHhNXEhujeoZ","Male","45","45000 Dirhams - 60000 Dirhams","15","Morocco",3,"Stranger",1
"R_2RagAtifHpk3q3f","Male","35","30000 Dirhams - 45000 Dirhams","13","Morocco",3,"Stranger",1
"R_2WItwnb5EArXn9f","Female","25","Less than 30000 Dirhams","15","Morocco",0,"Stranger",1
"R_xGgCNtPSdsFxBDP","Female","38","45000 Dirhams - 60000 Dirhams","14","Morocco",2,"Stranger",1
"R_yl6KonsQP9K5hZv","Male","26","Less than 30000 Dirhams","14","Morocco",0,"Stranger",1
"R_3M38l6dNKELPFMU","Female","27","Less than 30000 Dirhams","18","Morocco",1,"Stranger",0
"R_3CV4r2R2WuxbOjr","Female","53","Prefer not to answer","20","Morocco",0,"Stranger",0
"R_3KxzAo5MKIcd93H","Male","42","More than 90000 Dirhams","23","Morocco",2,"Stranger",1
"R_2fiLFlaAvkWtmZ8","Female","20","Less than 30000 Dirhams","4","Morocco",0,"Stranger",1
"R_1eISy8flve7o3Cy","Male","20","Less than 30000 Dirhams","14","Morocco",3,"Stranger",1
"R_1CEGRvpSE8BTowJ","Male","29","Less than 30000 Dirhams","17","Morocco",2,"Stranger",0
"R_1LUoxfy1AeCyIF5","Male","21","Prefer not to answer","3","Morocco",1,"Stranger",1
"R_2BfBtXBUCSXKYeK","Male","27","Less than 30000 Dirhams","16","Morocco",1,"Stranger",1
"R_YXoiSfik2BYvEC5","Female","39","Prefer not to answer","15","Morocco",2,"Stranger",1
"R_2ANLFBLNDOrt6Ki","Female","27","Prefer not to answer","18","Morocco",1,"Stranger",0
"R_2QzUwvYOHbroC0l","Female","29","Less than 30000 Dirhams","18","Morocco",2,"Stranger",1
"R_31aWmUVSxAKGZ8k","Female","22","Prefer not to answer","15","Morocco",0,"Stranger",1
"R_Pussqk76sqPeShb","Female","22","Prefer not to answer","18","Morocco",0,"Stranger",1
"R_1H1olHadOA5Z56h","Female","20","Less than 30000 Dirhams","15","Morocco",2,"Stranger",1
"R_3rIHMNh2RJyn3Ko","Female","29","Prefer not to answer","15","Morocco",1,"Stranger",1
"R_1NfVoSHqegrxU3i","Male","35","30000 Dirhams - 45000 Dirhams","12","Morocco",3,"Stranger",1
"R_BtziUJbIZJcUxi1","Female","34","45000 Dirhams - 60000 Dirhams","16","Morocco",2,"Stranger",1
"R_2hhKDKoyXPK0EQ9","Female","30","30000 Dirhams - 45000 Dirhams","10","Morocco",3,"Stranger",1
"R_1eK9FNMa99OFHwd","Male","26","Less than 30000 Dirhams","17","Morocco",2,"Stranger",1
"R_2zCw2fkpeIDjzV9","Female","19","Prefer not to answer","13","Morocco",0,"Stranger",0
"R_R7SOzLQn1a2rH0d","Female","22","Less than 30000 Dirhams","15","Morocco",2,"Stranger",1
"R_1o15NhjCKYlZ52m","Female","28","More than 90000 Dirhams","20","Morocco",0,"Stranger",1
"R_W8L2Sa8Bz59SUO5","Female","23","Less than 30000 Dirhams","17","Morocco",0,"Stranger",1
"R_29m4u17jxku95rk","Female","23","30000 Dirhams - 45000 Dirhams","17","Morocco",1,"Stranger",1
"R_3szj6nRRQH4q3ha","Male","42","Less than 30000 Dirhams","30","Morocco",2,"Stranger",0
"R_21jraWC3WzJVcZt","Male","21","Prefer not to answer","14","Morocco",0,"Stranger",1
"R_6sqHmcWvh0LuE0x","Female","35","More than 90000 Dirhams","5","Morocco",0,"Stranger",0
"R_9QxLlYZUXK6Zq6J","Female","34","Less than 30000 Dirhams","20","Morocco",3,"Stranger",1
"R_1KyeJD8ZQHv56Vv","Female","30","30000 Dirhams - 45000 Dirhams","12","Morocco",2,"Stranger",1
"R_xzxlyCcHJOmXWiR","Female","35","45000 Dirhams - 60000 Dirhams","14","Morocco",1,"Stranger",1
"R_28HVU2A5czbnBGd","Female","32","30000 Dirhams - 45000 Dirhams","20","Morocco",1,"Stranger",1
"R_TaOPJKcjHM1Se6R","Female","28","30000 Dirhams - 45000 Dirhams","10","Morocco",1,"Stranger",1
"R_12Sesd7U60B1nru","Female","44","30000 Dirhams - 45000 Dirhams","14","Morocco",2,"Stranger",1
"R_3Hp1BPD9ZsCogq5","Female","26","45000 Dirhams - 60000 Dirhams","10","Morocco",2,"Stranger",1
"R_3OdfDt1nbkilmnC","Male","25","60000 Dirhams - 75000 Dirhams","19","Morocco",3,"Stranger",1
"R_2foJHWgqdeJVqb0","Female","25","Prefer not to answer","15","Morocco",0,"Stranger",1
"R_23gbVtF8JYuLUil","Female","36","30000 Dirhams - 45000 Dirhams","12","Morocco",3,"Stranger",1
"R_7WZwXEa9BzbKWB3","Female","38","45000 Dirhams - 60000 Dirhams","10","Morocco",3,"Stranger",1
"R_3oXzDkiFYsrX1DQ","Female","42","60000 Dirhams - 75000 Dirhams","12","Morocco",3,"Stranger",1
"R_2Byd1UMLlTzv6jz","Female","35","45000 Dirhams - 60000 Dirhams","9","Morocco",3,"Stranger",1
"R_2urihflTt2OXRud","Male","36","30000 Dirhams - 45000 Dirhams","10","Morocco",2,"Stranger",1
"R_brRDNmaXJJHAQJr","Male","52","More than 90000 Dirhams","5","Morocco",0,"Stranger",1
"R_3hurnkvpI6WSK94","Female","46","30000 Dirhams - 45000 Dirhams","12","Morocco",1,"Stranger",1
"R_33lE6ZGkrwCx2g6","Male","38","Prefer not to answer","18","Morocco",1,"Stranger",1
"R_27drckzUyrVoU0t","Male","35","75000 Dirhams - 90000 Dirhams","12","Morocco",0,"Stranger",0
"R_OeyIRednPMpIMq5","Male","32","45000 Dirhams - 60000 Dirhams","20","Morocco",0,"Stranger",1
"R_24Mo16yJSehp0b5","Female","43","30000 Dirhams - 45000 Dirhams","10","Morocco",2,"Stranger",1
"R_25HHM1FttukQTG3","Female","25","30000 Dirhams - 45000 Dirhams","10","Morocco",3,"Stranger",1
"R_SWepWhmCrJ374hX","Female","43","45000 Dirhams - 60000 Dirhams","12","Morocco",0,"Stranger",1
"R_3g5ejuXilRXRh1d","Female","27","30000 Dirhams - 45000 Dirhams","10","Morocco",2,"Stranger",1
"R_2zIMxepVSRmzbiN","Female","34","45000 Dirhams - 60000 Dirhams","10","Morocco",2,"Stranger",1
"R_UyjwgA5yDhgQBkl","Male","42","45000 Dirhams - 60000 Dirhams","12","Morocco",3,"Stranger",1
"R_33jxLdDC53qVHqI","Male","37","30000 Dirhams - 45000 Dirhams","8","Morocco",3,"Stranger",1
"R_071yyiShcdSeO3L","Male","54","75000 Dirhams - 90000 Dirhams","10","Morocco",2,"Stranger",1
"R_26kC8XfIUr4eeqX","Male","26","30000 Dirhams - 45000 Dirhams","9","Morocco",2,"Stranger",1
"R_1yKIccXWndaq91L","Female","34","60000 Dirhams - 75000 Dirhams","12","Morocco",2,"Stranger",1
"R_pxGGdiIjVqBOqAx","Male","34","Prefer not to answer","20","Morocco",0,"Stranger",1
"R_25yaSQ2eUZQdPbu","Male","43","45000 Dirhams - 60000 Dirhams","8","Morocco",1,"Stranger",1
"R_26etSojs7aWiV3q","Female","32","60000 Dirhams - 75000 Dirhams","12","Morocco",2,"Stranger",1
"R_3gSm1JAvQOui76E","Female","29","45000 Dirhams - 60000 Dirhams","10","Morocco",1,"Stranger",1
"R_2VEGichWK1rEsBy","Male","36","60000 Dirhams - 75000 Dirhams","10","Morocco",3,"Stranger",1
"R_PLimw8oeMsiAhYR","Male","42","60000 Dirhams - 75000 Dirhams","10","Morocco",2,"Stranger",1
"R_3fq9jHxyNMuPxAV","Female","29","45000 Dirhams - 60000 Dirhams","10","Morocco",1,"Stranger",1
"R_AoY8eU82a9HN3ot","Female","40","Prefer not to answer","7","Morocco",2,"Stranger",1
"R_se4KCqQbIFeYNi1","Male","26","Prefer not to answer","16","Morocco",0,"Stranger",0
"R_2VIvQMwDav5pSdC","Male","63","More than 90000 Dirhams","0","Morocco",3,"Stranger",1
"R_33BW3MG4bUDn371","Female","33","60000 Dirhams - 75000 Dirhams","20","Morocco",0,"Stranger",1
"R_1jMUz7pmyvAQ3pn","Female","37","More than 90000 Dirhams","21","Morocco",1,"Stranger",1
"R_3QK0Sf9rf1YQw3V","Female","21","Prefer not to answer","15","Morocco",1,"Stranger",1
"R_0BqdRylZAzfDp17","Female","28","Less than 30000 Dirhams","15","Morocco",0,"Stranger",1
"R_1fjvTASHpCqALma","Male","35","More than 90000 Dirhams","28","Morocco",1,"Stranger",0
"R_2uF25lYDZaJPmrl","Male","25","Less than 30000 Dirhams","17","Morocco",3,"Stranger",1
"R_zcXoZtzBnPWOyxb","Male","30","45000 Dirhams - 60000 Dirhams","16","Morocco",3,"Stranger",1
"R_3svmPvbfIiRi50I","Female","25","Less than €17000,-","5","Netherlands",3,"Friend",1
"R_2OMDT1zBuWntjau","Male","23","Less than €17000,-","7","Netherlands",4,"Friend",0
"R_6fgZiep6wf558xr","Female","25","Less than €17000,-","16","Netherlands",2,"Friend",0
"R_1mslnve0L1qkn0y","Female","29","€35000,- – €44000,-","23","Netherlands",3,"Friend",0
"R_2uIdwFkmg0q819F","Female","26","€26000,- – €35000,-","20","Netherlands",4,"Friend",0
"R_1g5WhFq1nQfMj5y","Female","23","€35000,- – €44000,-","19","Netherlands",3,"Friend",0
"R_300pC1RdiWl77jJ","Male","34","€35000,- – €44000,-","8","Netherlands",3,"Friend",1
"R_1i9UEC4pHJ3rDph","Male","35","€26000,- – €35000,-","20","Netherlands",3,"Friend",0
"R_ugK1Mq5oTwYcFUJ","Male","37","More than €53000,-","25","Netherlands",4,"Friend",0
"R_3Oiy9oChhZeRkEG","Male","30","More than €53000,-","22","Netherlands",3,"Friend",0
"R_3nOfl7eSuuOq4Tg","Female","48","Prefer not to say","24","Netherlands",3,"Friend",0
"R_6qZCKZtUi0FIHSh","Female","25","€35000,- – €44000,-","19","Netherlands",3,"Friend",0
"R_3DqIDRudP0rmpQZ","Prefer not to say","28","€35000,- – €44000,-","19","Netherlands",4,"Friend",0
"R_wMLblbV9oYP86TD","Male","57","More than €53000,-","17","Netherlands",3,"Friend",0
"R_30u9ZSPejrRClAe","Female","31","€35000,- – €44000,-","20","Netherlands",3,"Friend",0
"R_2w6Lh04vaDC3vnZ","Female","19","Less than €17000,-","18","Netherlands",2,"Friend",1
"R_3eggqWE8bGgEtzG","Male","35","More than €53000,-","18","Netherlands",3,"Friend",0
"R_1CJSRkOovxOu9bK","Female","40","More than €53000,-","29","Netherlands",3,"Friend",0
"R_SZV35WIruzqWsM1","Female","32","€26000,- – €35000,-","16","Netherlands",2,"Friend",0
"R_2OTuucym8SZ3oWl","Female","22","Less than €17000,-","16","Netherlands",3,"Friend",0
"R_2diQoO0Hj7BGAFf","Male","56","€17000,- – €26000,-","14","Netherlands",4,"Friend",0
"R_DSNPVk4a236Nf5n","Male","22","Less than €17000,-","16","Netherlands",3,"Friend",0
"R_3M5mAAfE9DARw35","Male","51","More than €53000,-","15","Netherlands",4,"Friend",0
"R_eWksdd8pz6Ppshb","Male","42","More than €53000,-","20","Netherlands",3,"Friend",1
"R_6SxzuJ33ctErOtH","Female","48","More than €53000,-","15","Netherlands",3,"Friend",0
"R_3fN3oFJgGyeo0MT","Male","31","€17000,- – €26000,-","22","Netherlands",2,"Friend",1
"R_TbUAAo9Q6YJQecN","Male","25","€26000,- – €35000,-","19","Netherlands",3,"Friend",0
"R_D7C88pksjZR1TpL","Male","24","€35000,- – €44000,-","19","Netherlands",2,"Friend",0
"R_3g1nIkhSmvRwDqB","Female","25","Less than €17000,-","17","Netherlands",1,"Friend",0
"R_7NUJ3mbBeQhr9nj","Male","34","Prefer not to say","18","Netherlands",4,"Friend",0
"R_1GTbQh9i0dGEJoB","Female","25","€17000,- – €26000,-","22","Netherlands",4,"Friend",0
"R_2fJ9igA73jXRqpQ","Female","73","Prefer not to say","8","Netherlands",1,"Friend",0
"R_3nVLNu3BetO5BPY","Female","25","More than €53000,-","17","Netherlands",4,"Friend",0
"R_5AWbVMrpp1CReRr","Female","25","€26000,- – €35000,-","18","Netherlands",2,"Friend",0
"R_2a8BlROO3Iy4WHF","Male","27","€44000,- – €53000,-","21","Netherlands",4,"Friend",0
"R_2bPjqyu7XxW4Zz8","Female","28","Prefer not to say","16","Netherlands",3,"Friend",0
"R_2VRbNrFYnVaWESs","Female","28","€44000,- – €53000,-","17","Netherlands",1,"Friend",1
"R_2s767xq1M33e1pI","Female","59","More than €53000,-","20","Netherlands",2,"Friend",0
"R_27qk7AGSUDwIP3z","Female","24","Less than €17000,-","16","Netherlands",2,"Friend",0
"R_O3Fe3xV2JFNLnuF","Female","26","€17000,- – €26000,-","21","Netherlands",2,"Friend",0
"R_116HHlC8CP2ObNq","Female","59","€26000,- – €35000,-","12","Netherlands",2,"Friend",1
"R_TbUxoBC0P353ACB","Male","27","Prefer not to say","19","Netherlands",3,"Friend",0
"R_3MyUvw2V1P6aPwH","Female","28","€44000,- – €53000,-","17","Netherlands",3,"Friend",0
"R_324qeBluH4tBrBD","Female","27","€17000,- – €26000,-","18","Netherlands",3,"Friend",0
"R_1dHoebhVYggc0Gl","Female","22","Less than €17000,-","18","Netherlands",2,"Friend",0
"R_33lhMCFlPIv6LHS","Male","31","€35000,- – €44000,-","15","Netherlands",3,"Friend",1
"R_1LnDlZTtvlaBcaw","Male","24","€26000,- – €35000,-","20","Netherlands",4,"Friend",0
"R_1nOYbpzHQZkxFJy","Female","37","€35000,- – €44000,-","20","Netherlands",2,"Friend",0
"R_ZavZq5OdlUJQVrz","Male","25","Prefer not to say","19","Netherlands",3,"Friend",0
"R_eX9IW67JgHCFPah","Female","35","Less than €17000,-","21","Netherlands",3,"Friend",0
"R_1BQvfu7bWh67jcc","Female","24","€17000,- – €26000,-","20","Netherlands",2,"Friend",0
"R_2ZUiJ12xnI52utJ","Female","24","€35000,- – €44000,-","18","Netherlands",3,"Friend",0
"R_2zOPJScuRDLJkjj","Male","28","€44000,- – €53000,-","24","Netherlands",3,"Friend",0
"R_1daZTZZYOpIrpNF","Male","20","€26000,- – €35000,-","16","Netherlands",3,"Friend",0
"R_9TWb6kcHE9YFttL","Female","32","€26000,- – €35000,-","17","Netherlands",2,"Friend",0
"R_dmAE7Cmu7jcsQ1P","Female","45","More than €53000,-","24","Netherlands",3,"Friend",0
"R_3GpJsdYlyXOYWlv","Female","31","More than €53000,-","19","Netherlands",2,"Friend",1
"R_AibcG7soafkruBb","Female","45","More than €53000,-","19","Netherlands",2,"Friend",0
"R_3nlquWye8mqXs41","Male","55","More than €53000,-","15","Netherlands",4,"Friend",0
"R_2YtcfbPkE3ZpmyZ","Male","34","More than €53000,-","14","Netherlands",2,"Friend",0
"R_3NP3UE42JLftgoy","Male","27","More than €53000,-","16","Netherlands",4,"Friend",0
"R_2TX0zDj8WOcf8j6","Female","30","€26000,- – €35000,-","20","Netherlands",3,"Friend",0
"R_215Lh1amcnPO909","Male","31","Less than €17000,-","17","Netherlands",2,"Friend",0
"R_1i3QtvMOSFex3Pt","Male","33","More than €53000,-","17","Netherlands",3,"Friend",0
"R_3qdqCe9gkzEJKbK","Female","34","More than €53000,-","21","Netherlands",2,"Friend",0
"R_3Ms7qhz0XX2Ganb","Female","44","More than €53000,-","19","Netherlands",2,"Friend",0
"R_3MQkWfCZ04DK2nO","Prefer not to say","31","More than €53000,-","23","Netherlands",3,"Friend",0
"R_2bN8psOhZaMycJt","Female","50","More than €53000,-","18","Netherlands",3,"Friend",0
"R_yUQ2lWMx5t3hX7r","Female","29","More than €53000,-","17.5","Netherlands",3,"Friend",0
"R_2waFANyTT7GjLXA","Prefer not to say","55","Prefer not to say","11","Netherlands",3,"Friend",1
"R_3KHhP7SREesMr7W","Female","23","Less than €17000,-","19","Netherlands",1,"Friend",1
"R_1ojaxorYtk4Eexg","Female","55","Prefer not to say","13","Netherlands",0,"Friend",0
"R_2amcQdskaCBh1hh","Female","48","€44000,- – €53000,-","17","Netherlands",2,"Friend",0
"R_3dM8FfyIogQefp4","Male","28","€17000,- – €26000,-","18","Netherlands",2,"Friend",0
"R_3niut7j994vEKEh","Female","31","€26000,- – €35000,-","18","Netherlands",3,"Friend",0
"R_88EOaGkqwJKPq5X","Male","23","Less than €17000,-","16","Netherlands",3,"Friend",0
"R_BtCLrznhEiohe4p","Prefer not to say","22","Less than €17000,-","12","Netherlands",3,"Friend",0
"R_1FsrLnHRIcGWLyc","Male","18","€35000,- – €44000,-","14","Netherlands",4,"Friend",0
"R_PBxjUbvGEHmT09b","Female","18","Prefer not to say","14","Netherlands",3,"Friend",0
"R_3dQT2rxsI1mDvfq","Female","18","€17000,- – €26000,-","14","Netherlands",0,"Friend",0
"R_1pERKesWQonFgqg","Female","19","Prefer not to say","16","Netherlands",1,"Friend",1
"R_1gdONWg3mInxE6P","Female","18","Less than €17000,-","15","Netherlands",4,"Friend",0
"R_1r2fQH6bEJzYsqO","Female","19","€35000,- – €44000,-","16","Netherlands",0,"Friend",0
"R_31n1MTLDrw3pzfn","Female","18","Less than €17000,-","14","Netherlands",4,"Friend",0
"R_2uxldHccLfSA8hj","Female","20","Less than €17000,-","16","Netherlands",4,"Friend",1
"R_31yDMeGEwppP4zM","Female","18","Less than €17000,-","14","Netherlands",4,"Friend",0
"R_1LbPbtF7j2hwO2J","Female","18","Less than €17000,-","15","Netherlands",2,"Friend",0
"R_3dS0WFlChVl3kjL","Female","23","€17000,- – €26000,-","18","Netherlands",3,"Friend",0
"R_241K9SQISWF69Cu","Male","34","More than €53000,-","23","Netherlands",2,"Friend",0
"R_3HChy0Vf0gXEUnM","Female","24","Less than €17000,-","17","Netherlands",2,"Friend",0
"R_3jSBZtAbsg08IKz","Female","26","€35000,- – €44000,-","20","Netherlands",3,"Friend",1
"R_6kSlEzwE4oXiBIB","Female","26","€17000,- – €26000,-","17","Netherlands",3,"Friend",0
"R_3MGTpoLxRVdtgdo","Female","25","€17000,- – €26000,-","21","Netherlands",2,"Friend",0
"R_1ieshmVuaGsNg3V","Female","18","Prefer not to say","2","Netherlands",1,"Friend",0
"R_1kYolT9oLW5igBc","Male","30","€35000,- – €44000,-","17","Netherlands",2,"Friend",0
